res_id,rtr_pic_loc
"(14,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190713_51%2F1563013253196ow5w3_JPEG%2FIr5r2SbZi0WRzn7leCB9vsUl.jpg
"(14,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190713_244%2F1563013253227UHxIm_JPEG%2F9k0FETM-CC7VJc_OGfs7Jpcr.jpg
"(14,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190713_217%2F15630132531933MrU9_JPEG%2F85TOmVGpY53MO3bSKIIL4c-0.jpg
"(15,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_192%2F1491889892041FcvuI_JPEG%2F186360627546593_5.jpeg
"(15,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_20%2F1491889891558379la_JPEG%2F186360627546593_0.jpeg
"(15,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210222_271%2F1613997688396KDcjg_PNG%2F5B0_S7jUwofEkPMrDUB3YjpY.png
"(15,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_97%2F1491889891692mBBsc_JPEG%2F186360627546593_1.jpeg
"(15,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170411_226%2F1491889891780e5lIl_JPEG%2F186360627546593_2.jpeg
"(16,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190330_134%2F155392060375270Ge2_JPEG%2F0NBtDBLd5bwZW73vHB_HEOKM.jpg
"(16,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190330_218%2F1553920609072d9t4E_JPEG%2FEmOM2CFo6aPWVS4g8tAqZNwh.jpg
"(16,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190330_138%2F15539220144729G94E_JPEG%2FSml2Fo4Tt6qw3wYR2DDAjI36.jpg
"(16,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190330_28%2F1553922015123X3Lvl_JPEG%2FuRhoNwVpa6_vCVMVI4Sa1QLh.jpg
"(16,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190330_282%2F1553922015633dLzRQ_JPEG%2FoNpJJMs2-LSxOG8TzGq9prGc.jpg
"(17,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171226_256%2F1514293493569KhtXn_JPEG%2F_CVErYRYRc0uyuHzM_1HOGYu.JPG.jpg
"(17,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171226_164%2F1514293482909CYiQj_JPEG%2Fyje9Sfrs9vq16315aSJXdQfP.JPG.jpg
"(17,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_5%2F1441045334013WgOtN_JPEG%2FSUBMIT_1434054194072_36174409.jpg
"(17,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_139%2F1441045333801muGgu_JPEG%2FSUBMIT_1434054151992_36174409.jpg
"(17,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_139%2F1441045334267t07fx_JPEG%2F157071575560022_1.jpeg
"(18,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181013_280%2F1539433818059g5wDG_JPEG%2FGlEyoailBdt5QGVgFKgnG1Ud.jpeg.jpg
"(18,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180607_97%2F1528320763437ipcIo_JPEG%2FpR9SiAfInnea3x30QbjGgkcL.jpg
"(18,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_155%2F1572363924443BgOTj_JPEG%2FOl82QjywlPUdcQDd_eNuxDvl.jpg
"(18,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_78%2F1572363924483lpyie_JPEG%2FcnVdFpDvt25RlapOOb2ya1tP.jpg
"(18,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180607_243%2F1528320762620aKnGU_JPEG%2F4BvxdmZi8K_krCrID3nGSTOw.jpg
"(19,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191203_72%2F15753199594487h9D5_JPEG%2F-Y-MtYQTbSEBPJV1C7kyexhg.jpg
"(19,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201221_241%2F1608490535208AC3VF_JPEG%2F2LdOK7IVIxqiEGbm65APw15L.jpg
"(19,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190212_2%2F1549915006903Qf27I_JPEG%2FKIdXpuN0mv-NvC5U64JH7wgI.jpeg.jpg
